hub_a,hub_b,kind,similarity,slug_a,slug_b,title,title_a,title_b
numbers.csv,numbers.csv,similar,0.882,s43-shudan-katsuyo-cycle,s43-shudan-katsuyo-time,,集団分析活用の周期（判例・ガイド）,集団分析活用の時間（判例・ガイド）
numbers.csv,numbers.csv,similar,0.882,s43-shudan-katsuyo-cycle,s43-shudan-katsuyo-kijun,,集団分析活用の周期（判例・ガイド）,集団分析活用の基準（判例・ガイド）
numbers.csv,numbers.csv,similar,0.882,s43-shudan-katsuyo-cycle,s43-shudan-katsuyo-check,,集団分析活用の周期（判例・ガイド）,集団分析活用の確認（判例・ガイド）
numbers.csv,mistakes.csv,similar,0.882,s43-shudan-katsuyo-cycle,s43-kon-shudan-katsuyo-gokai,,集団分析活用の周期（判例・ガイド）,集団分析活用の誤認（判例・ガイド）
numbers.csv,mistakes.csv,similar,0.882,s43-shudan-katsuyo-cycle,s43-kon-shudan-katsuyo-omit,,集団分析活用の周期（判例・ガイド）,集団分析活用の省略（判例・ガイド）
numbers.csv,mistakes.csv,similar,0.882,s43-shudan-katsuyo-cycle,s43-kon-shudan-katsuyo-over,,集団分析活用の周期（判例・ガイド）,集団分析活用の過剰（判例・ガイド）
numbers.csv,mistakes.csv,similar,0.882,s43-shudan-katsuyo-cycle,s43-kon-shudan-katsuyo-zero,,集団分析活用の周期（判例・ガイド）,集団分析活用のゼロ（判例・ガイド）
numbers.csv,numbers.csv,similar,0.889,s43-linecare-kyoka-meyasu,s43-linecare-kyoka-ratio,,ラインケア強化の目安（判例・ガイド）,ラインケア強化の比率（判例・ガイド）
numbers.csv,numbers.csv,similar,0.889,s43-linecare-kyoka-meyasu,s43-linecare-kyoka-count,,ラインケア強化の目安（判例・ガイド）,ラインケア強化の回数（判例・ガイド）
numbers.csv,numbers.csv,similar,0.889,s43-linecare-kyoka-meyasu,s43-linecare-kyoka-haibun,,ラインケア強化の目安（判例・ガイド）,ラインケア強化の配分（判例・ガイド）
numbers.csv,mistakes.csv,similar,0.889,s43-linecare-kyoka-meyasu,s43-kon-linecare-kyoka-kon,,ラインケア強化の目安（判例・ガイド）,ラインケア強化の混同（判例・ガイド）
numbers.csv,mistakes.csv,similar,0.889,s43-linecare-kyoka-meyasu,s43-kon-linecare-kyoka-reverse,,ラインケア強化の目安（判例・ガイド）,ラインケア強化の逆転（判例・ガイド）
numbers.csv,mistakes.csv,similar,0.889,s43-linecare-kyoka-meyasu,s43-kon-linecare-kyoka-blind,,ラインケア強化の目安（判例・ガイド）,ラインケア強化の盲信（判例・ガイド）
numbers.csv,mistakes.csv,similar,0.889,s43-linecare-kyoka-meyasu,s43-kon-linecare-kyoka-skip,,ラインケア強化の目安（判例・ガイド）,ラインケア強化の放置（判例・ガイド）
numbers.csv,numbers.csv,similar,0.882,s43-shudan-katsuyo-freq,s43-shudan-katsuyo-time,,集団分析活用の頻度（判例・ガイド）,集団分析活用の時間（判例・ガイド）
numbers.csv,numbers.csv,similar,0.882,s43-shudan-katsuyo-freq,s43-shudan-katsuyo-kijun,,集団分析活用の頻度（判例・ガイド）,集団分析活用の基準（判例・ガイド）
numbers.csv,numbers.csv,similar,0.882,s43-shudan-katsuyo-freq,s43-shudan-katsuyo-check,,集団分析活用の頻度（判例・ガイド）,集団分析活用の確認（判例・ガイド）
numbers.csv,mistakes.csv,similar,0.882,s43-shudan-katsuyo-freq,s43-kon-shudan-katsuyo-gokai,,集団分析活用の頻度（判例・ガイド）,集団分析活用の誤認（判例・ガイド）
numbers.csv,mistakes.csv,similar,0.882,s43-shudan-katsuyo-freq,s43-kon-shudan-katsuyo-omit,,集団分析活用の頻度（判例・ガイド）,集団分析活用の省略（判例・ガイド）
numbers.csv,mistakes.csv,similar,0.882,s43-shudan-katsuyo-freq,s43-kon-shudan-katsuyo-over,,集団分析活用の頻度（判例・ガイド）,集団分析活用の過剰（判例・ガイド）
numbers.csv,mistakes.csv,similar,0.882,s43-shudan-katsuyo-freq,s43-kon-shudan-katsuyo-zero,,集団分析活用の頻度（判例・ガイド）,集団分析活用のゼロ（判例・ガイド）
numbers.csv,numbers.csv,similar,0.889,s43-linecare-kyoka-ratio,s43-linecare-kyoka-count,,ラインケア強化の比率（判例・ガイド）,ラインケア強化の回数（判例・ガイド）
numbers.csv,numbers.csv,similar,0.889,s43-linecare-kyoka-ratio,s43-linecare-kyoka-haibun,,ラインケア強化の比率（判例・ガイド）,ラインケア強化の配分（判例・ガイド）
numbers.csv,mistakes.csv,similar,0.889,s43-linecare-kyoka-ratio,s43-kon-linecare-kyoka-kon,,ラインケア強化の比率（判例・ガイド）,ラインケア強化の混同（判例・ガイド）
numbers.csv,mistakes.csv,similar,0.889,s43-linecare-kyoka-ratio,s43-kon-linecare-kyoka-reverse,,ラインケア強化の比率（判例・ガイド）,ラインケア強化の逆転（判例・ガイド）
numbers.csv,mistakes.csv,similar,0.889,s43-linecare-kyoka-ratio,s43-kon-linecare-kyoka-blind,,ラインケア強化の比率（判例・ガイド）,ラインケア強化の盲信（判例・ガイド）
numbers.csv,mistakes.csv,similar,0.889,s43-linecare-kyoka-ratio,s43-kon-linecare-kyoka-skip,,ラインケア強化の比率（判例・ガイド）,ラインケア強化の放置（判例・ガイド）
numbers.csv,numbers.csv,similar,0.882,s43-shudan-katsuyo-time,s43-shudan-katsuyo-kijun,,集団分析活用の時間（判例・ガイド）,集団分析活用の基準（判例・ガイド）
numbers.csv,numbers.csv,similar,0.882,s43-shudan-katsuyo-time,s43-shudan-katsuyo-check,,集団分析活用の時間（判例・ガイド）,集団分析活用の確認（判例・ガイド）
numbers.csv,mistakes.csv,similar,0.882,s43-shudan-katsuyo-time,s43-kon-shudan-katsuyo-gokai,,集団分析活用の時間（判例・ガイド）,集団分析活用の誤認（判例・ガイド）
numbers.csv,mistakes.csv,similar,0.882,s43-shudan-katsuyo-time,s43-kon-shudan-katsuyo-omit,,集団分析活用の時間（判例・ガイド）,集団分析活用の省略（判例・ガイド）
numbers.csv,mistakes.csv,similar,0.882,s43-shudan-katsuyo-time,s43-kon-shudan-katsuyo-over,,集団分析活用の時間（判例・ガイド）,集団分析活用の過剰（判例・ガイド）
numbers.csv,mistakes.csv,similar,0.882,s43-shudan-katsuyo-time,s43-kon-shudan-katsuyo-zero,,集団分析活用の時間（判例・ガイド）,集団分析活用のゼロ（判例・ガイド）
numbers.csv,numbers.csv,similar,0.889,s43-linecare-kyoka-count,s43-linecare-kyoka-haibun,,ラインケア強化の回数（判例・ガイド）,ラインケア強化の配分（判例・ガイド）
numbers.csv,mistakes.csv,similar,0.889,s43-linecare-kyoka-count,s43-kon-linecare-kyoka-kon,,ラインケア強化の回数（判例・ガイド）,ラインケア強化の混同（判例・ガイド）
numbers.csv,mistakes.csv,similar,0.889,s43-linecare-kyoka-count,s43-kon-linecare-kyoka-reverse,,ラインケア強化の回数（判例・ガイド）,ラインケア強化の逆転（判例・ガイド）
numbers.csv,mistakes.csv,similar,0.889,s43-linecare-kyoka-count,s43-kon-linecare-kyoka-blind,,ラインケア強化の回数（判例・ガイド）,ラインケア強化の盲信（判例・ガイド）
numbers.csv,mistakes.csv,similar,0.889,s43-linecare-kyoka-count,s43-kon-linecare-kyoka-skip,,ラインケア強化の回数（判例・ガイド）,ラインケア強化の放置（判例・ガイド）
numbers.csv,numbers.csv,similar,0.882,s43-shudan-katsuyo-kijun,s43-shudan-katsuyo-check,,集団分析活用の基準（判例・ガイド）,集団分析活用の確認（判例・ガイド）
numbers.csv,mistakes.csv,similar,0.882,s43-shudan-katsuyo-kijun,s43-kon-shudan-katsuyo-gokai,,集団分析活用の基準（判例・ガイド）,集団分析活用の誤認（判例・ガイド）
numbers.csv,mistakes.csv,similar,0.882,s43-shudan-katsuyo-kijun,s43-kon-shudan-katsuyo-omit,,集団分析活用の基準（判例・ガイド）,集団分析活用の省略（判例・ガイド）
numbers.csv,mistakes.csv,similar,0.882,s43-shudan-katsuyo-kijun,s43-kon-shudan-katsuyo-over,,集団分析活用の基準（判例・ガイド）,集団分析活用の過剰（判例・ガイド）
numbers.csv,mistakes.csv,similar,0.882,s43-shudan-katsuyo-kijun,s43-kon-shudan-katsuyo-zero,,集団分析活用の基準（判例・ガイド）,集団分析活用のゼロ（判例・ガイド）
numbers.csv,mistakes.csv,similar,0.889,s43-linecare-kyoka-haibun,s43-kon-linecare-kyoka-kon,,ラインケア強化の配分（判例・ガイド）,ラインケア強化の混同（判例・ガイド）
numbers.csv,mistakes.csv,similar,0.889,s43-linecare-kyoka-haibun,s43-kon-linecare-kyoka-reverse,,ラインケア強化の配分（判例・ガイド）,ラインケア強化の逆転（判例・ガイド）
numbers.csv,mistakes.csv,similar,0.889,s43-linecare-kyoka-haibun,s43-kon-linecare-kyoka-blind,,ラインケア強化の配分（判例・ガイド）,ラインケア強化の盲信（判例・ガイド）
numbers.csv,mistakes.csv,similar,0.889,s43-linecare-kyoka-haibun,s43-kon-linecare-kyoka-skip,,ラインケア強化の配分（判例・ガイド）,ラインケア強化の放置（判例・ガイド）
numbers.csv,mistakes.csv,similar,0.941,s43-shudan-katsuyo-check,s43-kon-shudan-katsuyo-gokai,,集団分析活用の確認（判例・ガイド）,集団分析活用の誤認（判例・ガイド）
numbers.csv,mistakes.csv,similar,0.882,s43-shudan-katsuyo-check,s43-kon-shudan-katsuyo-omit,,集団分析活用の確認（判例・ガイド）,集団分析活用の省略（判例・ガイド）
numbers.csv,mistakes.csv,similar,0.882,s43-shudan-katsuyo-check,s43-kon-shudan-katsuyo-over,,集団分析活用の確認（判例・ガイド）,集団分析活用の過剰（判例・ガイド）
numbers.csv,mistakes.csv,similar,0.882,s43-shudan-katsuyo-check,s43-kon-shudan-katsuyo-zero,,集団分析活用の確認（判例・ガイド）,集団分析活用のゼロ（判例・ガイド）
numbers.csv,numbers.csv,similar,0.923,s44-kiroku-kanri-num,s44-kiroku-kanri-count,,記録管理の数値（横断総合）,記録管理の回数（横断総合）
numbers.csv,mistakes.csv,similar,0.923,s44-2shu-chokuzen-check,s44-kon-2shu-chokuzen-gokai,,二種直前の確認（横断総合）,二種直前の誤認（横断総合）
mistakes.csv,mistakes.csv,similar,0.900,s31-kon-privacy-share,s32-kon-privacy,,情報共有範囲の誤認,情報共有範囲の拡大誤認
mistakes.csv,mistakes.csv,exact,1.000,s32-kon-line-sangyoui,s34-kon-line,ラインケアと産業医の混同,,
mistakes.csv,mistakes.csv,similar,0.880,s36-kon-mensetsu-kon,s41-kon-sangyoui-mensetsu-kon,,面接の混同（実務連動）,産業医面接の混同（実務連動）
mistakes.csv,mistakes.csv,similar,0.880,s36-kon-mensetsu-reverse,s41-kon-sangyoui-mensetsu-reverse,,面接の逆転（実務連動）,産業医面接の逆転（実務連動）
mistakes.csv,mistakes.csv,similar,0.880,s36-kon-mensetsu-blind,s41-kon-sangyoui-mensetsu-blind,,面接の盲信（実務連動）,産業医面接の盲信（実務連動）
mistakes.csv,mistakes.csv,similar,0.889,s36-kon-mensetsu-noconf,s41-kon-sangyoui-mensetsu-noconf,,面接の未確認（実務連動）,産業医面接の未確認（実務連動）
mistakes.csv,mistakes.csv,similar,0.880,s36-kon-mensetsu-skip,s41-kon-sangyoui-mensetsu-skip,,面接の放置（実務連動）,産業医面接の放置（実務連動）
mistakes.csv,mistakes.csv,similar,0.941,s38-kon-linecare-kon,s43-kon-linecare-kyoka-kon,,ラインケアの混同（判例・ガイド）,ラインケア強化の混同（判例・ガイド）
mistakes.csv,mistakes.csv,similar,0.938,s38-kon-shudan-gokai,s43-kon-shudan-katsuyo-gokai,,集団分析の誤認（判例・ガイド）,集団分析活用の誤認（判例・ガイド）
mistakes.csv,mistakes.csv,similar,0.941,s38-kon-linecare-reverse,s43-kon-linecare-kyoka-reverse,,ラインケアの逆転（判例・ガイド）,ラインケア強化の逆転（判例・ガイド）
mistakes.csv,mistakes.csv,similar,0.938,s38-kon-shudan-omit,s43-kon-shudan-katsuyo-omit,,集団分析の省略（判例・ガイド）,集団分析活用の省略（判例・ガイド）
mistakes.csv,mistakes.csv,similar,0.941,s38-kon-linecare-blind,s43-kon-linecare-kyoka-blind,,ラインケアの盲信（判例・ガイド）,ラインケア強化の盲信（判例・ガイド）
mistakes.csv,mistakes.csv,similar,0.938,s38-kon-shudan-over,s43-kon-shudan-katsuyo-over,,集団分析の過剰（判例・ガイド）,集団分析活用の過剰（判例・ガイド）
mistakes.csv,mistakes.csv,similar,0.944,s38-kon-linecare-noconf,s43-kon-linecare-kyoka-noconf,,ラインケアの未確認（判例・ガイド）,ラインケア強化の未確認（判例・ガイド）
mistakes.csv,mistakes.csv,similar,0.941,s38-kon-shudan-nouse,s43-kon-shudan-katsuyo-nouse,,集団分析の未使用（判例・ガイド）,集団分析活用の未使用（判例・ガイド）
mistakes.csv,mistakes.csv,similar,0.941,s38-kon-linecare-skip,s43-kon-linecare-kyoka-skip,,ラインケアの放置（判例・ガイド）,ラインケア強化の放置（判例・ガイド）
mistakes.csv,mistakes.csv,similar,0.938,s38-kon-shudan-zero,s43-kon-shudan-katsuyo-zero,,集団分析のゼロ（判例・ガイド）,集団分析活用のゼロ（判例・ガイド）
mistakes.csv,mistakes.csv,similar,0.917,s39-kon-kiroku-kon,s44-kon-kiroku-kanri-kon,,記録の混同（横断総合）,記録管理の混同（横断総合）
mistakes.csv,mistakes.csv,similar,0.917,s39-kon-kiroku-reverse,s44-kon-kiroku-kanri-reverse,,記録の逆転（横断総合）,記録管理の逆転（横断総合）
mistakes.csv,mistakes.csv,similar,0.917,s39-kon-kiroku-blind,s44-kon-kiroku-kanri-blind,,記録の盲信（横断総合）,記録管理の盲信（横断総合）
mistakes.csv,mistakes.csv,similar,0.923,s39-kon-kiroku-noconf,s44-kon-kiroku-kanri-noconf,,記録の未確認（横断総合）,記録管理の未確認（横断総合）
mistakes.csv,mistakes.csv,similar,0.917,s39-kon-kiroku-skip,s44-kon-kiroku-kanri-skip,,記録の放置（横断総合）,記録管理の放置（横断総合）
mistakes.csv,mistakes.csv,similar,0.882,s42-kon-harass-taiou-gokai,s42-kon-harass-taiou-omit,,ハラスメント対応の誤認（試験頻出）,ハラスメント対応の省略（試験頻出）
mistakes.csv,mistakes.csv,similar,0.882,s42-kon-harass-taiou-gokai,s42-kon-harass-taiou-over,,ハラスメント対応の誤認（試験頻出）,ハラスメント対応の過剰（試験頻出）
mistakes.csv,mistakes.csv,similar,0.882,s42-kon-harass-taiou-gokai,s42-kon-harass-taiou-zero,,ハラスメント対応の誤認（試験頻出）,ハラスメント対応のゼロ（試験頻出）
mistakes.csv,mistakes.csv,similar,0.882,s42-kon-harass-taiou-omit,s42-kon-harass-taiou-over,,ハラスメント対応の省略（試験頻出）,ハラスメント対応の過剰（試験頻出）
mistakes.csv,mistakes.csv,similar,0.882,s42-kon-harass-taiou-omit,s42-kon-harass-taiou-zero,,ハラスメント対応の省略（試験頻出）,ハラスメント対応のゼロ（試験頻出）
mistakes.csv,mistakes.csv,similar,0.882,s42-kon-harass-taiou-over,s42-kon-harass-taiou-zero,,ハラスメント対応の過剰（試験頻出）,ハラスメント対応のゼロ（試験頻出）
mistakes.csv,mistakes.csv,similar,0.889,s43-kon-linecare-kyoka-kon,s43-kon-linecare-kyoka-reverse,,ラインケア強化の混同（判例・ガイド）,ラインケア強化の逆転（判例・ガイド）
mistakes.csv,mistakes.csv,similar,0.889,s43-kon-linecare-kyoka-kon,s43-kon-linecare-kyoka-blind,,ラインケア強化の混同（判例・ガイド）,ラインケア強化の盲信（判例・ガイド）
mistakes.csv,mistakes.csv,similar,0.889,s43-kon-linecare-kyoka-kon,s43-kon-linecare-kyoka-skip,,ラインケア強化の混同（判例・ガイド）,ラインケア強化の放置（判例・ガイド）
mistakes.csv,mistakes.csv,similar,0.882,s43-kon-shudan-katsuyo-gokai,s43-kon-shudan-katsuyo-omit,,集団分析活用の誤認（判例・ガイド）,集団分析活用の省略（判例・ガイド）
mistakes.csv,mistakes.csv,similar,0.882,s43-kon-shudan-katsuyo-gokai,s43-kon-shudan-katsuyo-over,,集団分析活用の誤認（判例・ガイド）,集団分析活用の過剰（判例・ガイド）
mistakes.csv,mistakes.csv,similar,0.882,s43-kon-shudan-katsuyo-gokai,s43-kon-shudan-katsuyo-zero,,集団分析活用の誤認（判例・ガイド）,集団分析活用のゼロ（判例・ガイド）
mistakes.csv,mistakes.csv,similar,0.889,s43-kon-linecare-kyoka-reverse,s43-kon-linecare-kyoka-blind,,ラインケア強化の逆転（判例・ガイド）,ラインケア強化の盲信（判例・ガイド）
mistakes.csv,mistakes.csv,similar,0.889,s43-kon-linecare-kyoka-reverse,s43-kon-linecare-kyoka-skip,,ラインケア強化の逆転（判例・ガイド）,ラインケア強化の放置（判例・ガイド）
mistakes.csv,mistakes.csv,similar,0.882,s43-kon-shudan-katsuyo-omit,s43-kon-shudan-katsuyo-over,,集団分析活用の省略（判例・ガイド）,集団分析活用の過剰（判例・ガイド）
mistakes.csv,mistakes.csv,similar,0.882,s43-kon-shudan-katsuyo-omit,s43-kon-shudan-katsuyo-zero,,集団分析活用の省略（判例・ガイド）,集団分析活用のゼロ（判例・ガイド）
mistakes.csv,mistakes.csv,similar,0.889,s43-kon-linecare-kyoka-blind,s43-kon-linecare-kyoka-skip,,ラインケア強化の盲信（判例・ガイド）,ラインケア強化の放置（判例・ガイド）
mistakes.csv,mistakes.csv,similar,0.882,s43-kon-shudan-katsuyo-over,s43-kon-shudan-katsuyo-zero,,集団分析活用の過剰（判例・ガイド）,集団分析活用のゼロ（判例・ガイド）
