id,question,answer,explanation,explanation_summary,explanation_correct,explanation_opposite,explanation_point,category,tags,source,note
ichi-0715,パワーハラスメントの6類型に含まれないものとして、「業務上適正な範囲での厳しい指導」という記述は正しい。,×,パワハラ6類型：①身体的攻撃②精神的攻撃③人間関係からの切り離し④過大な要求⑤過小な要求⑥個の侵害。「業務上適正な指導」はパワハラに該当しない。,,,,,基礎・役割,第1章 / 職場のハラスメント,メンタルヘルスケアの意義と管理監督者の役割,
ichi-0716,パワーハラスメントの6類型に含まれないものとして、「過大な要求（業務上明らかに不要・不可能なことの強制）」という記述は正しい。,○,パワハラ6類型：①身体的攻撃②精神的攻撃③人間関係からの切り離し④過大な要求⑤過小な要求⑥個の侵害。「業務上適正な指導」はパワハラに該当しない。,,,,,基礎・役割,第1章 / 職場のハラスメント,メンタルヘルスケアの意義と管理監督者の役割,
ichi-0717,人事部長・総務部長など管理的立場にある者は、ストレスチェックの実施者として認められる者の組み合わせである。,×,ストレスチェックの実施者は医師・保健師のほか、一定の研修を受けた看護師・精神保健福祉士・公認心理師。人事権を持つ者は実施者になれない（中立性確保のため）。,,,,,基礎・役割,第1章 / ストレスチェック制度の概要,メンタルヘルスケアの意義と管理監督者の役割,
ichi-0718,医師・保健師・一定の研修を受けた看護師または精神保健福祉士は、ストレスチェックの実施者として認められる者の組み合わせである。,○,ストレスチェックの実施者は医師・保健師のほか、一定の研修を受けた看護師・精神保健福祉士・公認心理師。人事権を持つ者は実施者になれない（中立性確保のため）。,,,,,基礎・役割,第1章 / ストレスチェック制度の概要,メンタルヘルスケアの意義と管理監督者の役割,
ichi-0719,産業カウンセラー・臨床心理士など民間資格保有者は、ストレスチェックの実施者として認められる者の組み合わせである。,×,ストレスチェックの実施者は医師・保健師のほか、一定の研修を受けた看護師・精神保健福祉士・公認心理師。人事権を持つ者は実施者になれない（中立性確保のため）。,,,,,基礎・役割,第1章 / ストレスチェック制度の概要,メンタルヘルスケアの意義と管理監督者の役割,
ichi-0720,衛生委員会の委員を務めたことがある者は、ストレスチェックの実施者として認められる者の組み合わせである。,×,ストレスチェックの実施者は医師・保健師のほか、一定の研修を受けた看護師・精神保健福祉士・公認心理師。人事権を持つ者は実施者になれない（中立性確保のため）。,,,,,基礎・役割,第1章 / ストレスチェック制度の概要,メンタルヘルスケアの意義と管理監督者の役割,
ichi-0721,勤務間インターバル制度は法律で義務化されており、違反した場合は罰則がある。,×,勤務間インターバル制度は2019年施行の改正労働時間等設定改善法により努力義務化（義務ではない）。EU指令では11時間が標準。健康確保・生産性向上の観点から普及が進んでいる。,,,,,基礎・役割,第1章 / 適切な労働時間の管理,メンタルヘルスケアの意義と管理監督者の役割,
ichi-0722,勤務間インターバル制度とは、終業から次の始業までに一定時間（例：11時間）の休息を確保する制度であり、現在は努力義務とされている。,○,勤務間インターバル制度は2019年施行の改正労働時間等設定改善法により努力義務化（義務ではない）。EU指令では11時間が標準。健康確保・生産性向上の観点から普及が進んでいる。,,,,,基礎・役割,第1章 / 適切な労働時間の管理,メンタルヘルスケアの意義と管理監督者の役割,
ichi-0723,勤務間インターバルは週1回確保すれば法律上の要件を満たす。,×,勤務間インターバル制度は2019年施行の改正労働時間等設定改善法により努力義務化（義務ではない）。EU指令では11時間が標準。健康確保・生産性向上の観点から普及が進んでいる。,,,,,基礎・役割,第1章 / 適切な労働時間の管理,メンタルヘルスケアの意義と管理監督者の役割,
ichi-0724,勤務間インターバル制度はすでに全企業に義務化されている。,×,勤務間インターバル制度は2019年施行の改正労働時間等設定改善法により努力義務化（義務ではない）。EU指令では11時間が標準。健康確保・生産性向上の観点から普及が進んでいる。,,,,,基礎・役割,第1章 / 適切な労働時間の管理,メンタルヘルスケアの意義と管理監督者の役割,
ichi-0725,認知的評価はストレス反応が発生した後に起こるプロセスである。,×,Lazarusの認知的評価理論：一次評価（脅威か否か）・二次評価（対処可能か）の評価プロセスがストレス反応を媒介する。同じ出来事でも評価次第でストレスの大小が変わる。,,,,,基礎・役割,第2章 / ストレスの基本概念と健康障害のしくみ,ストレスおよびメンタルヘルスに関する基礎知識,
ichi-0726,同じストレッサーでも、個人の認知的評価（脅威と感じるか否か）によってストレス反応の強さが異なる。,○,Lazarusの認知的評価理論：一次評価（脅威か否か）・二次評価（対処可能か）の評価プロセスがストレス反応を媒介する。同じ出来事でも評価次第でストレスの大小が変わる。,,,,,基礎・役割,第2章 / ストレスの基本概念と健康障害のしくみ,ストレスおよびメンタルヘルスに関する基礎知識,
ichi-0727,認知的評価は先天的なものであり、後天的に変えることはできない。,×,Lazarusの認知的評価理論：一次評価（脅威か否か）・二次評価（対処可能か）の評価プロセスがストレス反応を媒介する。同じ出来事でも評価次第でストレスの大小が変わる。,,,,,基礎・役割,第2章 / ストレスの基本概念と健康障害のしくみ,ストレスおよびメンタルヘルスに関する基礎知識,
ichi-0728,認知的評価はストレス反応には影響せず、身体的要因のみがストレスを規定する。,×,Lazarusの認知的評価理論：一次評価（脅威か否か）・二次評価（対処可能か）の評価プロセスがストレス反応を媒介する。同じ出来事でも評価次第でストレスの大小が変わる。,,,,,基礎・役割,第2章 / ストレスの基本概念と健康障害のしくみ,ストレスおよびメンタルヘルスに関する基礎知識,
ichi-0729,適応障害はストレスの原因が明確であり、原因から離れると症状が軽減しやすい。,○,適応障害は特定のストレス因子への反応として発症し、その因子から離れると改善しやすい。うつ病とは異なる診断基準があり、環境調整・心理療法が中心。職場環境改善が重要な治療介入。,,,,,基礎・役割,第2章 / メンタルヘルス不調とは何か,ストレスおよびメンタルヘルスに関する基礎知識,
ichi-0730,適応障害はうつ病と全く同じ疾患であり、治療法も同一である。,×,適応障害は特定のストレス因子への反応として発症し、その因子から離れると改善しやすい。うつ病とは異なる診断基準があり、環境調整・心理療法が中心。職場環境改善が重要な治療介入。,,,,,基礎・役割,第2章 / メンタルヘルス不調とは何か,ストレスおよびメンタルヘルスに関する基礎知識,
ichi-0731,適応障害は重篤な精神疾患であるため、必ず長期入院治療が必要である。,×,適応障害は特定のストレス因子への反応として発症し、その因子から離れると改善しやすい。うつ病とは異なる診断基準があり、環境調整・心理療法が中心。職場環境改善が重要な治療介入。,,,,,基礎・役割,第2章 / メンタルヘルス不調とは何か,ストレスおよびメンタルヘルスに関する基礎知識,
ichi-0732,適応障害は薬物療法のみが有効であり、環境調整は効果がない。,×,適応障害は特定のストレス因子への反応として発症し、その因子から離れると改善しやすい。うつ病とは異なる診断基準があり、環境調整・心理療法が中心。職場環境改善が重要な治療介入。,,,,,基礎・役割,第2章 / メンタルヘルス不調とは何か,ストレスおよびメンタルヘルスに関する基礎知識,
ichi-0733,改善策によるストレス指標の変化（欠勤率・ストレスチェックスコア等）を測定すること。,×,プロセス評価＝計画の実施状況・実施率・参加率等の評価。アウトカム評価＝ストレス指標や欠勤率等の結果指標の評価。両方を組み合わせることで改善活動の全体像を把握できる。,,,,,職場環境・配慮,第3章 / 改善策の効果を評価する,職場環境等の評価および改善の方法,
ichi-0734,改善策が計画通りに実施されているか、参加率はどうか等、実施状況を評価すること。,○,プロセス評価＝計画の実施状況・実施率・参加率等の評価。アウトカム評価＝ストレス指標や欠勤率等の結果指標の評価。両方を組み合わせることで改善活動の全体像を把握できる。,,,,,職場環境・配慮,第3章 / 改善策の効果を評価する,職場環境等の評価および改善の方法,
ichi-0735,改善策の費用対効果を金額で算出すること。,×,プロセス評価＝計画の実施状況・実施率・参加率等の評価。アウトカム評価＝ストレス指標や欠勤率等の結果指標の評価。両方を組み合わせることで改善活動の全体像を把握できる。,,,,,職場環境・配慮,第3章 / 改善策の効果を評価する,職場環境等の評価および改善の方法,
ichi-0736,改善策に関わったスタッフの満足度を評価すること。,×,プロセス評価＝計画の実施状況・実施率・参加率等の評価。アウトカム評価＝ストレス指標や欠勤率等の結果指標の評価。両方を組み合わせることで改善活動の全体像を把握できる。,,,,,職場環境・配慮,第3章 / 改善策の効果を評価する,職場環境等の評価および改善の方法,
ichi-0737,ワーク・ライフ・バランスは個人の趣味・余暇の充実を目的とするものであり、過重労働防止とは無関係である。,×,ワーク・ライフ・バランスの実現は過重労働防止・健康確保・モチベーション向上・採用力強化など多面的な効果がある。仕事と生活の調和推進のための行動指針（2007年）でも明記されている。,,,,,職場環境・配慮,第4章 / 過重労働の防止と対処方法,個々の労働者への配慮,
ichi-0738,仕事と生活の調和を図ることで、労働者の健康維持・生産性向上・過重労働防止が相互に促進される。,○,ワーク・ライフ・バランスの実現は過重労働防止・健康確保・モチベーション向上・採用力強化など多面的な効果がある。仕事と生活の調和推進のための行動指針（2007年）でも明記されている。,,,,,職場環境・配慮,第4章 / 過重労働の防止と対処方法,個々の労働者への配慮,
ichi-0739,ワーク・ライフ・バランスを推進すると業務効率が低下するため、企業にとってはデメリットが大きい。,×,ワーク・ライフ・バランスの実現は過重労働防止・健康確保・モチベーション向上・採用力強化など多面的な効果がある。仕事と生活の調和推進のための行動指針（2007年）でも明記されている。,,,,,職場環境・配慮,第4章 / 過重労働の防止と対処方法,個々の労働者への配慮,
ichi-0740,ワーク・ライフ・バランスは管理職には適用されない概念である。,×,ワーク・ライフ・バランスの実現は過重労働防止・健康確保・モチベーション向上・採用力強化など多面的な効果がある。仕事と生活の調和推進のための行動指針（2007年）でも明記されている。,,,,,職場環境・配慮,第4章 / 過重労働の防止と対処方法,個々の労働者への配慮,
ichi-0741,プライバシーマーク制度は医療機関のみを対象とした認証制度である。,×,プライバシーマーク制度はJIPDEC（日本情報経済社会推進協会）が運営する任意認定制度。個人情報保護の適切な管理体制を第三者評価する仕組みで、法的義務ではない。,,,,,職場環境・配慮,第4章 / 個人情報・プライバシーへの配慮,個々の労働者への配慮,
ichi-0742,プライバシーマーク制度は、個人情報の適切な取り扱いができる事業者を第三者機関が認定する制度である。,○,プライバシーマーク制度はJIPDEC（日本情報経済社会推進協会）が運営する任意認定制度。個人情報保護の適切な管理体制を第三者評価する仕組みで、法的義務ではない。,,,,,職場環境・配慮,第4章 / 個人情報・プライバシーへの配慮,個々の労働者への配慮,
ichi-0743,プライバシーマーク取得企業は個人情報保護法の適用が免除される。,×,プライバシーマーク制度はJIPDEC（日本情報経済社会推進協会）が運営する任意認定制度。個人情報保護の適切な管理体制を第三者評価する仕組みで、法的義務ではない。,,,,,職場環境・配慮,第4章 / 個人情報・プライバシーへの配慮,個々の労働者への配慮,
ichi-0744,プライバシーマーク制度は法律で取得が義務づけられている。,×,プライバシーマーク制度はJIPDEC（日本情報経済社会推進協会）が運営する任意認定制度。個人情報保護の適切な管理体制を第三者評価する仕組みで、法的義務ではない。,,,,,職場環境・配慮,第4章 / 個人情報・プライバシーへの配慮,個々の労働者への配慮,
ichi-0745,ストレスは我慢すれば消えるものであるため、気づく必要はない。,×,セルフモニタリングは睡眠の質・食欲・気分・イライラ・飲酒量・趣味への興味など多面的に自己観察すること。早期気づきが早期対処につながる。管理監督者も同様に重要。,,,,,職場環境・配慮,第4章 / 管理監督者自身のセルフケア,個々の労働者への配慮,
ichi-0746,自分の身体・心・行動の変化（睡眠の乱れ・イライラ増加・飲酒量増加等）に注意を払い、早期にサインを察知する。,○,セルフモニタリングは睡眠の質・食欲・気分・イライラ・飲酒量・趣味への興味など多面的に自己観察すること。早期気づきが早期対処につながる。管理監督者も同様に重要。,,,,,職場環境・配慮,第4章 / 管理監督者自身のセルフケア,個々の労働者への配慮,
ichi-0747,ストレスのサインは必ず身体症状として現れるため、健康診断結果のみを確認すればよい。,×,セルフモニタリングは睡眠の質・食欲・気分・イライラ・飲酒量・趣味への興味など多面的に自己観察すること。早期気づきが早期対処につながる。管理監督者も同様に重要。,,,,,職場環境・配慮,第4章 / 管理監督者自身のセルフケア,個々の労働者への配慮,
ichi-0748,管理監督者は部下のストレス管理が優先であり、自己モニタリングは後回しでよい。,×,セルフモニタリングは睡眠の質・食欲・気分・イライラ・飲酒量・趣味への興味など多面的に自己観察すること。早期気づきが早期対処につながる。管理監督者も同様に重要。,,,,,職場環境・配慮,第4章 / 管理監督者自身のセルフケア,個々の労働者への配慮,
ichi-0749,部下が「理解してもらえた」と感じ、職場への安心感・信頼感が高まる。,○,管理監督者の傾聴は治療行為ではなく、安心感の提供・早期発見・専門家への橋渡しが目的。「完全治療」を期待させるような認識は誤り。限界を知り、専門家に引き継ぐことも重要な役割。,,,,,相談・連携・復職,第5章 / なぜ管理監督者が話を聴くのか,労働者からの相談への対応（話の聴き方、情報提供および助言の方法等）,
ichi-0750,話を聴くだけで部下のメンタルヘルス不調を完全に治療できる。,×,管理監督者の傾聴は治療行為ではなく、安心感の提供・早期発見・専門家への橋渡しが目的。「完全治療」を期待させるような認識は誤り。限界を知り、専門家に引き継ぐことも重要な役割。,,,,,相談・連携・復職,第5章 / なぜ管理監督者が話を聴くのか,労働者からの相談への対応（話の聴き方、情報提供および助言の方法等）,
ichi-0751,部下の状況を把握することで、適切な支援や専門家への橋渡しが可能になる。,○,管理監督者の傾聴は治療行為ではなく、安心感の提供・早期発見・専門家への橋渡しが目的。「完全治療」を期待させるような認識は誤り。限界を知り、専門家に引き継ぐことも重要な役割。,,,,,相談・連携・復職,第5章 / なぜ管理監督者が話を聴くのか,労働者からの相談への対応（話の聴き方、情報提供および助言の方法等）,
ichi-0752,相談しやすい職場風土の醸成につながる。,○,管理監督者の傾聴は治療行為ではなく、安心感の提供・早期発見・専門家への橋渡しが目的。「完全治療」を期待させるような認識は誤り。限界を知り、専門家に引き継ぐことも重要な役割。,,,,,相談・連携・復職,第5章 / なぜ管理監督者が話を聴くのか,労働者からの相談への対応（話の聴き方、情報提供および助言の方法等）,
ichi-0753,自殺未遂後は職場復帰させず、そのまま退職を促すべきである。,×,自殺未遂後の職場復帰は高リスク。主治医・産業医の判断を基に慎重に進め、職場環境調整・フォローアップ体制の整備が必須。自殺念慮・再発サインへの注意が特に重要。,,,,,相談・連携・復職,第5章 / 危機対応,労働者からの相談への対応（話の聴き方、情報提供および助言の方法等）,
ichi-0754,主治医・産業医と連携しながら、段階的な職場復帰支援を行い、再発防止のための環境整備を図る。,○,自殺未遂後の職場復帰は高リスク。主治医・産業医の判断を基に慎重に進め、職場環境調整・フォローアップ体制の整備が必須。自殺念慮・再発サインへの注意が特に重要。,,,,,相談・連携・復職,第5章 / 危機対応,労働者からの相談への対応（話の聴き方、情報提供および助言の方法等）,
ichi-0755,自殺未遂の事実は本人の名誉のため、職場内では一切触れてはならない。,×,自殺未遂後の職場復帰は高リスク。主治医・産業医の判断を基に慎重に進め、職場環境調整・フォローアップ体制の整備が必須。自殺念慮・再発サインへの注意が特に重要。,,,,,相談・連携・復職,第5章 / 危機対応,労働者からの相談への対応（話の聴き方、情報提供および助言の方法等）,
ichi-0756,復職後は特別扱いせず、通常業務をすぐに再開させることが回復を早める。,×,自殺未遂後の職場復帰は高リスク。主治医・産業医の判断を基に慎重に進め、職場環境調整・フォローアップ体制の整備が必須。自殺念慮・再発サインへの注意が特に重要。,,,,,相談・連携・復職,第5章 / 危機対応,労働者からの相談への対応（話の聴き方、情報提供および助言の方法等）,
ichi-0757,ゲートキーパーとは、自殺念慮のある人の入院手続きを行う専門家を指す。,×,ゲートキーパーは「命の門番」の意。気づく・傾聴する・つなぐ・見守るの4つの役割を担い、管理監督者を含む誰もがゲートキーパーになれる。自殺総合対策大綱でも普及が推進されている。,,,,,相談・連携・復職,第5章 / 危機対応,労働者からの相談への対応（話の聴き方、情報提供および助言の方法等）,
ichi-0758,ゲートキーパーとは、自殺のサインに気づき、声をかけ、話を聴き、必要に応じて専門家につなぐ役割を担う人を指す。,○,ゲートキーパーは「命の門番」の意。気づく・傾聴する・つなぐ・見守るの4つの役割を担い、管理監督者を含む誰もがゲートキーパーになれる。自殺総合対策大綱でも普及が推進されている。,,,,,相談・連携・復職,第5章 / 危機対応,労働者からの相談への対応（話の聴き方、情報提供および助言の方法等）,
ichi-0759,ゲートキーパーは精神科医・心理士のみが担える役割である。,×,ゲートキーパーは「命の門番」の意。気づく・傾聴する・つなぐ・見守るの4つの役割を担い、管理監督者を含む誰もがゲートキーパーになれる。自殺総合対策大綱でも普及が推進されている。,,,,,相談・連携・復職,第5章 / 危機対応,労働者からの相談への対応（話の聴き方、情報提供および助言の方法等）,
ichi-0760,ゲートキーパー活動は自殺念慮を高めるリスクがあるため、一般の管理監督者は行うべきでない。,×,ゲートキーパーは「命の門番」の意。気づく・傾聴する・つなぐ・見守るの4つの役割を担い、管理監督者を含む誰もがゲートキーパーになれる。自殺総合対策大綱でも普及が推進されている。,,,,,相談・連携・復職,第5章 / 危機対応,労働者からの相談への対応（話の聴き方、情報提供および助言の方法等）,
ichi-0761,職場復帰支援の各ステップと「主な実施内容」の組み合わせとして、「第1ステップ：職場復帰支援プランの最終決定」という記述は正しい。,×,第1＝休業開始・療養、第2＝主治医の復帰可能診断書、第3＝職場としての復帰可否判断とプラン作成、第4＝最終的な復帰決定、第5＝フォローアップ。各ステップの内容と順序の正確な理解が重要。,,,,,相談・連携・復職,第7章 / 職場復帰の流れ：ステップ１〜３,心の健康問題をもつ復職者への支援の方法,
ichi-0762,職場復帰支援の各ステップと「主な実施内容」の組み合わせとして、「第2ステップ：主治医による職場復帰可能の意見書（診断書）の作成・提出」という記述は正しい。,○,第1＝休業開始・療養、第2＝主治医の復帰可能診断書、第3＝職場としての復帰可否判断とプラン作成、第4＝最終的な復帰決定、第5＝フォローアップ。各ステップの内容と順序の正確な理解が重要。,,,,,相談・連携・復職,第7章 / 職場復帰の流れ：ステップ１〜３,心の健康問題をもつ復職者への支援の方法,
ichi-0763,職場復帰支援の各ステップと「主な実施内容」の組み合わせとして、「第3ステップ：職場復帰後のフォローアップ」という記述は正しい。,×,第1＝休業開始・療養、第2＝主治医の復帰可能診断書、第3＝職場としての復帰可否判断とプラン作成、第4＝最終的な復帰決定、第5＝フォローアップ。各ステップの内容と順序の正確な理解が重要。,,,,,相談・連携・復職,第7章 / 職場復帰の流れ：ステップ１〜３,心の健康問題をもつ復職者への支援の方法,
ichi-0764,職場復帰支援の各ステップと「主な実施内容」の組み合わせとして、「第4ステップ：病気休業開始と休業中のケア」という記述は正しい。,×,第1＝休業開始・療養、第2＝主治医の復帰可能診断書、第3＝職場としての復帰可否判断とプラン作成、第4＝最終的な復帰決定、第5＝フォローアップ。各ステップの内容と順序の正確な理解が重要。,,,,,相談・連携・復職,第7章 / 職場復帰の流れ：ステップ１〜３,心の健康問題をもつ復職者への支援の方法,
ichi-0765,「職場復帰支援プラン」に記載すべき内容として、「復職後の業務内容・業務量・勤務時間の調整方針」という記述は正しい。,○,復職支援プランは社内の対応方針を定めるもの。主治医・家族への「定期報告義務」を職場が課すことはプライバシー侵害・越権行為になりうる。必要な連携は本人同意のもとで個別に行う。,,,,,相談・連携・復職,第7章 / 職場復帰の流れ：ステップ１〜３,心の健康問題をもつ復職者への支援の方法,
ichi-0766,「職場復帰支援プラン」に記載すべき内容として、「フォローアップの実施方法・頻度・担当者」という記述は正しい。,○,復職支援プランは社内の対応方針を定めるもの。主治医・家族への「定期報告義務」を職場が課すことはプライバシー侵害・越権行為になりうる。必要な連携は本人同意のもとで個別に行う。,,,,,相談・連携・復職,第7章 / 職場復帰の流れ：ステップ１〜３,心の健康問題をもつ復職者への支援の方法,
ichi-0767,復職者の主治医・家族への定期的な報告義務,×,復職支援プランは社内の対応方針を定めるもの。主治医・家族への「定期報告義務」を職場が課すことはプライバシー侵害・越権行為になりうる。必要な連携は本人同意のもとで個別に行う。,,,,,相談・連携・復職,第7章 / 職場復帰の流れ：ステップ１〜３,心の健康問題をもつ復職者への支援の方法,
ichi-0768,「職場復帰支援プラン」に記載すべき内容として、「再休業となった場合の対応方針」という記述は正しい。,○,復職支援プランは社内の対応方針を定めるもの。主治医・家族への「定期報告義務」を職場が課すことはプライバシー侵害・越権行為になりうる。必要な連携は本人同意のもとで個別に行う。,,,,,相談・連携・復職,第7章 / 職場復帰の流れ：ステップ１〜３,心の健康問題をもつ復職者への支援の方法,
ichi-0769,ストレスチェックの「高ストレス者」の定義として、「全労働者の上位5%に該当する者」という記述は正しい。,×,高ストレス者の判定基準は実施者（医師等）が設定。一般的に「ストレス反応が高い」または「ストレス要因が高くかつサポートが低い」状態の者。全体の約10%程度が目安。,,,,,基礎・役割,第1章 / ストレスチェック制度の概要,メンタルヘルスケアの意義と管理監督者の役割,
ichi-0770,ストレスチェックの「高ストレス者」の定義として、「ストレス反応が高い者、またはストレス要因が高くサポートが低い者」という記述は正しい。,○,高ストレス者の判定基準は実施者（医師等）が設定。一般的に「ストレス反応が高い」または「ストレス要因が高くかつサポートが低い」状態の者。全体の約10%程度が目安。,,,,,基礎・役割,第1章 / ストレスチェック制度の概要,メンタルヘルスケアの意義と管理監督者の役割,
ichi-0771,ストレスチェックの「高ストレス者」の定義として、「欠勤日数が月3日以上の者」という記述は正しい。,×,高ストレス者の判定基準は実施者（医師等）が設定。一般的に「ストレス反応が高い」または「ストレス要因が高くかつサポートが低い」状態の者。全体の約10%程度が目安。,,,,,基礎・役割,第1章 / ストレスチェック制度の概要,メンタルヘルスケアの意義と管理監督者の役割,
ichi-0772,ストレスチェックの「高ストレス者」の定義として、「主治医が高ストレスと診断した者」という記述は正しい。,×,高ストレス者の判定基準は実施者（医師等）が設定。一般的に「ストレス反応が高い」または「ストレス要因が高くかつサポートが低い」状態の者。全体の約10%程度が目安。,,,,,基礎・役割,第1章 / ストレスチェック制度の概要,メンタルヘルスケアの意義と管理監督者の役割,
ichi-0773,受検は全労働者に義務づけられており、拒否した場合は懲戒処分の対象となる。,×,ストレスチェックの受検は労働者の任意。強制・不利益取り扱いは禁止。派遣労働者は派遣元が実施義務を負う。短時間労働者も一定要件を満たす場合は対象。,,,,,基礎・役割,第1章 / ストレスチェック制度の概要,メンタルヘルスケアの意義と管理監督者の役割,
ichi-0774,受検は労働者本人の意思によるものであり、事業者は強制できない。,○,ストレスチェックの受検は労働者の任意。強制・不利益取り扱いは禁止。派遣労働者は派遣元が実施義務を負う。短時間労働者も一定要件を満たす場合は対象。,,,,,基礎・役割,第1章 / ストレスチェック制度の概要,メンタルヘルスケアの意義と管理監督者の役割,
ichi-0775,派遣労働者は派遣元・派遣先どちらのストレスチェックも受検する義務がある。,×,ストレスチェックの受検は労働者の任意。強制・不利益取り扱いは禁止。派遣労働者は派遣元が実施義務を負う。短時間労働者も一定要件を満たす場合は対象。,,,,,基礎・役割,第1章 / ストレスチェック制度の概要,メンタルヘルスケアの意義と管理監督者の役割,
ichi-0776,アルバイト・パートタイム労働者は対象外である。,×,ストレスチェックの受検は労働者の任意。強制・不利益取り扱いは禁止。派遣労働者は派遣元が実施義務を負う。短時間労働者も一定要件を満たす場合は対象。,,,,,基礎・役割,第1章 / ストレスチェック制度の概要,メンタルヘルスケアの意義と管理監督者の役割,
ichi-0777,一次予防は不調者の職場復帰支援、二次予防は早期発見・早期対応、三次予防は発症予防を指す。,×,一次予防＝ストレス要因の低減・健康増進（発症前）、二次予防＝早期発見・早期対応（発症初期）、三次予防＝治療・職場復帰・再発防止（回復期）。すべての段階で管理監督者が関与する。,,,,,基礎・役割,第1章 / メンタルヘルスケアの考え方と進め方,メンタルヘルスケアの意義と管理監督者の役割,
ichi-0778,一次予防は発症予防・健康促進、二次予防は早期発見・早期対応、三次予防は職場復帰・再発防止を指す。,○,一次予防＝ストレス要因の低減・健康増進（発症前）、二次予防＝早期発見・早期対応（発症初期）、三次予防＝治療・職場復帰・再発防止（回復期）。すべての段階で管理監督者が関与する。,,,,,基礎・役割,第1章 / メンタルヘルスケアの考え方と進め方,メンタルヘルスケアの意義と管理監督者の役割,
ichi-0779,三段階の予防はすべて産業医のみが担うものである。,×,一次予防＝ストレス要因の低減・健康増進（発症前）、二次予防＝早期発見・早期対応（発症初期）、三次予防＝治療・職場復帰・再発防止（回復期）。すべての段階で管理監督者が関与する。,,,,,基礎・役割,第1章 / メンタルヘルスケアの考え方と進め方,メンタルヘルスケアの意義と管理監督者の役割,
ichi-0780,三次予防まで対応すれば一次予防は不要になる。,×,一次予防＝ストレス要因の低減・健康増進（発症前）、二次予防＝早期発見・早期対応（発症初期）、三次予防＝治療・職場復帰・再発防止（回復期）。すべての段階で管理監督者が関与する。,,,,,基礎・役割,第1章 / メンタルヘルスケアの考え方と進め方,メンタルヘルスケアの意義と管理監督者の役割,
ichi-0781,ストレスに気づくための知識を身につける。,○,セルフケアは労働者自身が行うもので診断・治療は含まれない。セルフケアの内容：ストレスへの気づき・自己管理・リラクセーション・相談・受診行動など。,,,,,基礎・役割,第1章 / メンタルヘルスケアの考え方と進め方,メンタルヘルスケアの意義と管理監督者の役割,
ichi-0782,自分のストレス状態を自己管理し、必要に応じて相談・受診する。,○,セルフケアは労働者自身が行うもので診断・治療は含まれない。セルフケアの内容：ストレスへの気づき・自己管理・リラクセーション・相談・受診行動など。,,,,,基礎・役割,第1章 / メンタルヘルスケアの考え方と進め方,メンタルヘルスケアの意義と管理監督者の役割,
ichi-0783,部下のメンタルヘルス不調を自ら診断・治療する。,×,セルフケアは労働者自身が行うもので診断・治療は含まれない。セルフケアの内容：ストレスへの気づき・自己管理・リラクセーション・相談・受診行動など。,,,,,基礎・役割,第1章 / メンタルヘルスケアの考え方と進め方,メンタルヘルスケアの意義と管理監督者の役割,
ichi-0784,睡眠・運動・食事など生活習慣を整える。,○,セルフケアは労働者自身が行うもので診断・治療は含まれない。セルフケアの内容：ストレスへの気づき・自己管理・リラクセーション・相談・受診行動など。,,,,,基礎・役割,第1章 / メンタルヘルスケアの考え方と進め方,メンタルヘルスケアの意義と管理監督者の役割,
ichi-0785,がん・脳卒中・急性心筋梗塞・糖尿病・精神疾患は、五大疾病に含まれる組み合わせである。,○,厚生労働省は2011年に精神疾患を「五大疾病」（がん・脳卒中・急性心筋梗塞・糖尿病・精神疾患）に加えた。精神疾患が主要疾患として位置づけられたことは重要な背景知識。,,,,,基礎・役割,第1章 / 働く人のストレス,メンタルヘルスケアの意義と管理監督者の役割,
ichi-0786,がん・脳卒中・骨折・糖尿病・アレルギーは、五大疾病に含まれる組み合わせである。,×,厚生労働省は2011年に精神疾患を「五大疾病」（がん・脳卒中・急性心筋梗塞・糖尿病・精神疾患）に加えた。精神疾患が主要疾患として位置づけられたことは重要な背景知識。,,,,,基礎・役割,第1章 / 働く人のストレス,メンタルヘルスケアの意義と管理監督者の役割,
ichi-0787,高血圧・骨粗しょう症・糖尿病・がん・肝疾患は、五大疾病に含まれる組み合わせである。,×,厚生労働省は2011年に精神疾患を「五大疾病」（がん・脳卒中・急性心筋梗塞・糖尿病・精神疾患）に加えた。精神疾患が主要疾患として位置づけられたことは重要な背景知識。,,,,,基礎・役割,第1章 / 働く人のストレス,メンタルヘルスケアの意義と管理監督者の役割,
ichi-0788,精神疾患・骨折・がん・歯周病・糖尿病は、五大疾病に含まれる組み合わせである。,×,厚生労働省は2011年に精神疾患を「五大疾病」（がん・脳卒中・急性心筋梗塞・糖尿病・精神疾患）に加えた。精神疾患が主要疾患として位置づけられたことは重要な背景知識。,,,,,基礎・役割,第1章 / 働く人のストレス,メンタルヘルスケアの意義と管理監督者の役割,
ichi-0789,メンタルヘルス不調の経済的損失は欠勤・休職コストのみである。,×,プレゼンティーイズムの損失はアブセンティーイズム（欠勤）の損失より2〜3倍大きいとされる研究もある。メンタルヘルス対策の費用対効果は経営判断の重要な指標となっている。,,,,,基礎・役割,第1章 / 働く人のストレス,メンタルヘルスケアの意義と管理監督者の役割,
